1.000000 63.000000 7.936986 0.000000 0.000000 0.000000 0.000000 0.000000
1.000000 63.000000 7.936986 0.000000 1.000000 0.000000 0.000000 0.000000
1.000000 63.000000 7.936986 0.000000 0.000000 1.000000 0.000000 0.000000
1.000000 63.000000 7.936986 1.000000 0.000000 0.000000 0.000000 0.000000
1.000000 63.000000 7.936986 1.000000 1.000000 0.000000 1.000000 0.000000
1.000000 63.000000 7.936986 1.000000 0.000000 1.000000 0.000000 1.000000
1.000000 13.000000 5.101370 0.000000 0.000000 0.000000 0.000000 0.000000
1.000000 13.000000 5.101370 0.000000 1.000000 0.000000 0.000000 0.000000
1.000000 13.000000 5.101370 0.000000 0.000000 1.000000 0.000000 0.000000
1.000000 13.000000 5.101370 1.000000 0.000000 0.000000 0.000000 0.000000
1.000000 13.000000 5.101370 1.000000 1.000000 0.000000 1.000000 0.000000
1.000000 13.000000 5.101370 1.000000 0.000000 1.000000 0.000000 1.000000
1.000000 72.000000 10.742466 0.000000 0.000000 0.000000 0.000000 0.000000
1.000000 72.000000 10.742466 0.000000 1.000000 0.000000 0.000000 0.000000
1.000000 72.000000 10.742466 0.000000 0.000000 1.000000 0.000000 0.000000
1.000000 72.000000 10.742466 1.000000 0.000000 0.000000 0.000000 0.000000
1.000000 72.000000 10.742466 1.000000 1.000000 0.000000 1.000000 0.000000
1.000000 72.000000 10.742466 1.000000 0.000000 1.000000 0.000000 1.000000
1.000000 63.000000 8.958904 0.000000 0.000000 0.000000 0.000000 0.000000
1.000000 63.000000 8.958904 0.000000 1.000000 0.000000 0.000000 0.000000
1.000000 63.000000 8.958904 0.000000 0.000000 1.000000 0.000000 0.000000
1.000000 63.000000 8.958904 1.000000 0.000000 0.000000 0.000000 0.000000
1.000000 63.000000 8.958904 1.000000 1.000000 0.000000 1.000000 0.000000
1.000000 63.000000 8.958904 1.000000 0.000000 1.000000 0.000000 1.000000
1.000000 67.000000 9.942466 0.000000 0.000000 0.000000 0.000000 0.000000
1.000000 67.000000 9.942466 0.000000 1.000000 0.000000 0.000000 0.000000
1.000000 67.000000 9.942466 0.000000 0.000000 1.000000 0.000000 0.000000
1.000000 67.000000 9.942466 1.000000 0.000000 0.000000 0.000000 0.000000
1.000000 67.000000 9.942466 1.000000 1.000000 0.000000 1.000000 0.000000
1.000000 67.000000 9.942466 1.000000 0.000000 1.000000 0.000000 1.000000
